strategy,state_h1,trial_index,scenario_seed,seed_phase,seed_namespace,gateway_threshold,detected,pre_onset_alarm,detection_time,first_alarm_time,transmissions,max_gateway_evidence,a1,a2
RR,0,53,4038171143014284082,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,128,757.6631275824351,0.03,0.012
RR,0,54,3336529761683344824,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,106,547.4101639929006,0.03,0.012
RR,0,55,1760523074528716079,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,134,719.0173438629006,0.03,0.012
RR,0,56,7456372500045997966,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,282.0,137,860.7971965120036,0.03,0.012
RR,0,57,380633820391136789,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,140,629.2610045433397,0.03,0.012
RR,0,58,7723030530287328423,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,118,546.7185927215992,0.03,0.012
RR,0,59,497544355896473532,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,295.0,131,816.3807889309873,0.03,0.012
RR,0,60,7845018259805258654,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,116,612.4550722142749,0.03,0.012
RR,0,61,5540219232902936081,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,127,625.0899887473261,0.03,0.012
RR,0,62,48725929166278989,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,133,760.2113254435129,0.03,0.012
RR,0,63,8475777184813767823,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,129,610.1182777266196,0.03,0.012
RR,0,64,595842880634436484,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,123,579.8921878153443,0.03,0.012
RR,0,65,7769771095575010619,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,136,675.5209110650592,0.03,0.012
RR,0,66,2809989228385752663,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,127,628.5243506049317,0.03,0.012
RR,0,67,5366708037640485086,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,144,794.405315477478,0.03,0.012
RR,0,68,8888696536612380703,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,129,717.0658196365932,0.03,0.012
RR,0,69,703141394792259125,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,118,590.8076087273198,0.03,0.012
RR,0,70,956861592787059750,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,124,691.9037525444696,0.03,0.012
RR,0,71,7171235012563863054,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,113,761.0663254500428,0.03,0.012
RR,0,72,7426903974649218010,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,129,707.3822182861717,0.03,0.012
RR,0,73,2281652111302095547,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,113,734.4753939275201,0.03,0.012
RR,0,74,6620132207452246077,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,135,704.2834454044984,0.03,0.012
RR,0,75,2299772339582960882,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,132,665.5907579054899,0.03,0.012
RR,0,76,8665134526325593785,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,116,617.5257232915874,0.03,0.012
RR,0,77,5831347187511415146,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,132,726.4290725154891,0.03,0.012
RR,0,78,2764179054952749108,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,121,555.2478271658296,0.03,0.012
RR,0,79,1436801579430159727,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,136,759.6427062603209,0.03,0.012
RR,0,80,4256239665401846864,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,133,677.0990366407539,0.03,0.012
RR,0,81,6408681589980055778,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,246.0,149,857.3969874833526,0.03,0.012
RR,0,82,5374022468059246902,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,113,678.7337402238942,0.03,0.012
RR,0,83,726333036876873047,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,130,666.682407919898,0.03,0.012
RR,0,84,1514817278626261067,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,132,648.0743777678492,0.03,0.012
RR,0,85,3317087628463341655,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,126,654.3949796059956,0.03,0.012
RR,0,86,7419991104545920415,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,115,691.562318625306,0.03,0.012
RR,0,87,8450532150538690303,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,123,585.7777326188725,0.03,0.012
RR,0,88,2342843629069381586,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,136,700.5941870091408,0.03,0.012
RR,0,89,7498646524692472735,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,134,741.8361940074848,0.03,0.012
RR,0,90,251150932040658662,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,125,633.3099740891398,0.03,0.012
RR,0,91,7531563222751120521,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,137,752.1465475174259,0.03,0.012
RR,0,92,425096693690444293,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,136,676.6789622989481,0.03,0.012
RR,0,93,1400033971108312678,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,130,640.9587481292867,0.03,0.012
RR,0,94,6356540359468835968,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,131,705.3459676716894,0.03,0.012
RR,0,95,8529534714100195831,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,145,740.4614161100637,0.03,0.012
RR,0,96,8695859923624215306,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,132,628.4611026279985,0.03,0.012
RR,0,97,144942717518357862,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,124,705.8300079384178,0.03,0.012
RR,0,98,6856198267899099668,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,130,717.1241371720052,0.03,0.012
RR,0,99,90915395630955618,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,114,712.5850623301405,0.03,0.012
RR,0,100,6645654657196752744,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,126,625.624131242181,0.03,0.012
RR,0,101,2203741437911058756,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,128,787.2550707401929,0.03,0.012
RR,0,102,4980497102828505125,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,131,599.0079528476185,0.03,0.012
RR,0,103,1115713432009853186,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,108,541.4253392516831,0.03,0.012
RR,0,104,6425847817725706659,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,214.0,143,837.4381629016546,0.03,0.012
RR,0,105,2031634713743668263,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,125,690.1439360802682,0.03,0.012
RR,0,106,9070903978219037910,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,142,721.949222299235,0.03,0.012
RR,0,107,8712498615403395006,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,136,672.4653761965443,0.03,0.012
RR,0,108,580827552918756433,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,113,655.35603841817,0.03,0.012
RR,0,109,3042518978970265296,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,124,627.5345446898855,0.03,0.012
RR,0,110,6380141540004301306,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,140,733.646374905356,0.03,0.012
RR,0,111,3277654332312883237,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,108,555.3685625987245,0.03,0.012
RR,0,112,529870914102502410,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,115,558.659043578477,0.03,0.012
RR,0,113,4077133472998664756,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,133,761.9201121968164,0.03,0.012
RR,0,114,590048257411954913,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,124,781.0928295557198,0.03,0.012
RR,0,115,5556098502868485185,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,129,776.6028942371776,0.03,0.012
RR,0,116,7624948859715811113,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,122,629.869496099632,0.03,0.012
RR,0,117,1908497876323257944,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,129,640.6689910167618,0.03,0.012
RR,0,118,6654942851907356094,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,132,733.9112203279186,0.03,0.012
RR,0,119,2474301920280693881,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,133,745.3380653004443,0.03,0.012
RR,0,120,4446367381959723509,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,130,720.9176587456457,0.03,0.012
RR,0,121,3044214150712242804,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,127,628.6540536064077,0.03,0.012
RR,0,122,2564155487439337335,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,121,578.1188599645164,0.03,0.012
RR,0,123,5695776974913125466,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,128,758.4626555923586,0.03,0.012
RR,0,124,1843208301224522560,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,121,618.6205691160401,0.03,0.012
RR,0,125,8629461172255614842,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,279.0,126,828.761126356126,0.03,0.012
RR,0,126,9210026360957823969,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,126,608.9611451331062,0.03,0.012
RR,0,127,3391529440808585547,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,141,764.3711100956525,0.03,0.012
RR,0,128,2370946726501696830,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,113,573.5801340957801,0.03,0.012
RR,0,129,4785190026911278648,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,137,694.8036864726301,0.03,0.012
RR,0,130,3524734538290878975,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,110,510.47009511443554,0.03,0.012
RR,0,131,4494320224657503591,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,137,626.5471502859359,0.03,0.012
RR,0,132,7473255948308178846,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,105,608.0820333990079,0.03,0.012
RR,0,133,7689273433398957687,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,134,709.1632117323535,0.03,0.012
RR,0,134,4659808487548660405,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,275.0,139,826.5437670962297,0.03,0.012
RR,0,135,7288162072453088351,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,125,773.7370151098444,0.03,0.012
RR,0,136,349218908106916316,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,136,721.7277993030807,0.03,0.012
RR,0,137,8589599430816917522,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,130,791.1524775535827,0.03,0.012
RR,0,138,6933355935188362025,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,129,682.3078530298083,0.03,0.012
RR,0,139,4093230265916850064,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,131,642.8200313726888,0.03,0.012
RR,0,140,3515802806389386458,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,246.0,147,855.0438422271463,0.03,0.012
RR,0,141,8307962977924929689,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,136,689.403323379546,0.03,0.012
RR,0,142,7575604150648080158,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,114,591.1866591550521,0.03,0.012
RR,0,143,8285606041544652707,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,133,746.6445682254075,0.03,0.012
RR,0,144,4672864947221583352,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,233.0,148,817.6801470796195,0.03,0.012
RR,0,145,1154764542687911318,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,119,722.8509180815108,0.03,0.012
RR,0,146,3297647176744255452,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,193.0,133,808.4937605909128,0.03,0.012
RR,0,147,7858435624086908979,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,117,706.1691120497576,0.03,0.012
RR,0,148,5165919310896663158,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,131,690.2620887355372,0.03,0.012
RR,0,149,1933667660072330072,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,113,525.0582576354013,0.03,0.012
RR,1,0,2611231400473716086,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,1,0,283.0,283.0,135,797.4318005209891,0.03,0.012
RR,1,1,7076932750564232801,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,146,769.2358580429558,0.03,0.012
RR,1,2,7639779178240766345,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,152,681.8703725775714,0.03,0.012
RR,1,3,7448499090136169548,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,1,0,144.0,144.0,95,797.9562531846849,0.03,0.012
RR,1,4,1036192494473232165,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,1,0,221.0,221.0,126,797.0633371430083,0.03,0.012
RR,1,5,1413621977181159838,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,1,0,246.0,246.0,120,829.2430887588378,0.03,0.012
RR,1,6,8668626805789249451,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,134,738.9571757861202,0.03,0.012
RR,1,7,3470924761366110024,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,1,0,273.0,273.0,128,798.9082868117947,0.03,0.012
RR,1,8,7452165017529937172,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,145,716.1255610309213,0.03,0.012
RR,1,9,7577570658720223945,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,150,780.9541942153004,0.03,0.012
RR,1,10,5504095443855972750,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,150,692.9943905719371,0.03,0.012
RR,1,11,2076927811063404179,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,148,748.9639774362513,0.03,0.012
RR,1,12,4321649027562401148,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,156,784.6648681758562,0.03,0.012
RR,1,13,8515507875366062678,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,125,641.8317518757221,0.03,0.012
RR,1,14,1518119078249690328,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,147,727.128143974847,0.03,0.012
RR,1,15,1660511464077066382,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,159,749.8220520902919,0.03,0.012
RR,1,16,8984420535382550704,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,134,685.5557557007479,0.03,0.012
RR,1,17,5493875957052685458,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,141,660.1153045806051,0.03,0.012
RR,1,18,3869355358369578221,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,145,734.1650023012654,0.03,0.012
RR,1,19,8305689639555103873,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,140,704.7563292511168,0.03,0.012
RR,1,20,1861075245161063954,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,132,636.5998101211356,0.03,0.012
RR,1,21,7487342678843418782,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,142,659.5988577800958,0.03,0.012
RR,1,22,4759947280925614510,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,1,0,289.0,289.0,152,809.4553094553535,0.03,0.012
RR,1,23,532900699907676749,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,109,626.3929055955363,0.03,0.012
RR,1,24,8547775228713327454,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,138,671.6138515892374,0.03,0.012
RR,1,25,7031772464367016452,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,150,757.4180326775091,0.03,0.012
RR,1,26,8506781465225358650,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,1,0,263.0,263.0,136,803.9033610174604,0.03,0.012
RR,1,27,6275412454291956646,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,125,692.3089063325481,0.03,0.012
RR,1,28,5662962446640446382,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,140,726.0205075236183,0.03,0.012
RR,1,29,7329872736493627402,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,1,0,239.0,239.0,137,800.6742321493061,0.03,0.012
RR,1,30,2817708701825730959,evaluation,sweep:anomaly_pair:shared_scenarios,796.9047086849398,0,0,inf,inf,136,647.7637420107444,0.03,0.012
