strategy,n_H0,n_H1,n_detected_H1,P_D,P_pre_onset_alarm,P_FA,P_D_ci_low,P_D_ci_high,P_pre_onset_alarm_ci_low,P_pre_onset_alarm_ci_high,P_FA_ci_low,P_FA_ci_high,C_total_molecules_avg,C_total_molecules_avg_ci_low,C_total_molecules_avg_ci_high,C_H0_molecules_avg,C_H0_molecules_avg_ci_low,C_H0_molecules_avg_ci_high,C_H1_molecules_avg,C_H1_molecules_avg_ci_low,C_H1_molecules_avg_ci_high,R_H1_molecules_per_s,R_H1_molecules_per_s_ci_low,R_H1_molecules_per_s_ci_high,D_avg_after_onset,D_avg_after_onset_ci_low,D_avg_after_onset_ci_high,a1,a2,eir_gate_quantile,hysteresis_margin_eir,gate_hysteresis_margin,w2
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.84,0.03,0.03,0.75
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.84,0.03,0.03,0.75
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.84,0.03,0.03,0.75
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11644.333333333334,11442.508698060508,11846.15796860616,12752.666666666666,12591.953612562616,12913.379720770716,10536.0,10263.400629229554,10808.599370770446,110.52059685407706,107.9170430065965,113.12415070155761,98.04666666666667,94.15590303409174,101.9374302992416,0.15,0.06,0.84,0.03,0.03,0.75
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10980.666666666666,10793.103671457204,11168.229661876128,11654.0,11490.488627279221,11817.511372720779,10307.333333333334,10005.54178076127,10609.124885905398,89.88929949882014,88.04393099552166,91.73466800211861,117.56,112.65224838960506,122.46775161039494,0.15,0.06,0.84,0.03,0.03,0.75
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11469.333333333334,11270.1510793416,11668.515587325068,12752.666666666666,12591.953612562616,12913.379720770716,10186.0,9965.826451342164,10406.173548657836,137.24824484137972,134.18495046444235,140.31153921831708,75.64,73.31411005568067,77.96588994431933,0.2,0.08000000000000002,0.84,0.03,0.03,0.75
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10586.666666666666,10399.215721974806,10774.117611358526,11654.0,11490.488627279221,11817.511372720779,9519.333333333334,9283.65075029572,9755.015916370949,110.84124330626432,108.53620635725514,113.1462802552735,87.78,84.56562751700827,90.99437248299174,0.2,0.08000000000000002,0.84,0.03,0.03,0.75
EIR,150,150,52,0.3466666666666667,0.0,0.05333333333333334,0.2751950896082086,0.4257957853313349,0.0,0.0249702443680766,0.027269539920193826,0.1017038783819546,12944.333333333334,12752.042764628166,13136.623902038502,12338.666666666666,12158.271199667322,12519.06213366601,13550.0,13238.645853124683,13861.354146875317,61.49785997255413,59.88077519887357,63.11494474623469,202.07692307692307,189.18498616396502,214.9688599898811,0.03,0.012,0.84,0.03,0.03,0.75
EIR,150,150,124,0.8266666666666667,0.0,0.05333333333333334,0.7581400726100628,0.8788793677361272,0.0,0.0249702443680766,0.027269539920193826,0.1017038783819546,13082.333333333334,12842.065169024521,13322.601497642147,12338.666666666666,12158.271199667322,12519.06213366601,13826.0,13412.92494540954,14239.07505459046,70.29858441263191,69.06686900730607,71.53029981795775,191.79032258064515,184.19018719533935,199.39045796595096,0.06,0.024,0.84,0.03,0.03,0.75
EIR,150,150,150,1.0,0.0,0.05333333333333334,0.9750297556319235,1.0,0.0,0.0249702443680766,0.027269539920193826,0.1017038783819546,12485.333333333334,12275.01358415896,12695.653082507708,12338.666666666666,12158.271199667322,12519.06213366601,12632.0,12252.685313354303,13011.314686645697,88.19089198505289,86.5373222873982,89.84446168270757,146.19333333333333,140.31798286422782,152.06868380243884,0.1,0.04000000000000001,0.84,0.03,0.03,0.75
EIR,150,150,150,1.0,0.0,0.05333333333333334,0.9750297556319235,1.0,0.0,0.0249702443680766,0.027269539920193826,0.1017038783819546,12093.0,11920.809135187452,12265.190864812548,12338.666666666666,12158.271199667322,12519.06213366601,11847.333333333334,11558.64269382799,12136.023972838679,115.13588580436429,113.07709932705568,117.19467228167291,104.36666666666666,101.01714946029504,107.71618387303828,0.15,0.06,0.84,0.03,0.03,0.75
EIR,150,150,150,1.0,0.0,0.05333333333333334,0.9750297556319235,1.0,0.0,0.0249702443680766,0.027269539920193826,0.1017038783819546,12140.333333333334,11986.45832767889,12294.208338987777,12338.666666666666,12158.271199667322,12519.06213366601,11942.0,11696.119809693479,12187.880190306521,140.2501799749363,137.59784563311675,142.90251431675583,86.17333333333333,83.92435142261648,88.42231524405018,0.2,0.08000000000000002,0.84,0.03,0.03,0.75
RR,150,150,45,0.3,0.0,0.10666666666666667,0.23240829378731656,0.3775798039599141,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13228.333333333334,13056.267631831948,13400.39903483472,12752.666666666666,12591.953612562616,12913.379720770716,13704.0,13418.818456088598,13989.181543911402,61.03500485515302,58.04208321518348,64.02792649512256,206.84444444444443,191.6919272635613,221.99696162532757,0.03,0.012,0.84,0.03,0.03,0.9
TR,150,150,29,0.19333333333333333,0.0,0.06666666666666667,0.13811889170191843,0.2638628581771686,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12140.0,11981.710512520422,12298.289487479578,11654.0,11490.488627279221,11817.511372720779,12626.0,12377.718764860134,12874.281235139866,56.752194815777685,53.78172547857709,59.72266415297828,205.58620689655172,185.4281322346122,225.74428155849122,0.03,0.012,0.84,0.03,0.03,0.9
RR,150,150,111,0.74,0.0,0.10666666666666667,0.6644356718314847,0.8035786108718385,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13074.333333333334,12844.596889973496,13304.069776693172,12752.666666666666,12591.953612562616,12913.379720770716,13396.0,12970.958975690723,13821.041024309277,70.42949398686248,68.69923342002527,72.1597545536997,182.78378378378378,173.9155244793344,191.65204308823314,0.06,0.024,0.84,0.03,0.03,0.9
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.84,0.03,0.03,0.9
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.84,0.03,0.03,0.9
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.84,0.03,0.03,0.9
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11644.333333333334,11442.508698060508,11846.15796860616,12752.666666666666,12591.953612562616,12913.379720770716,10536.0,10263.400629229554,10808.599370770446,110.52059685407706,107.9170430065965,113.12415070155761,98.04666666666667,94.15590303409174,101.9374302992416,0.15,0.06,0.84,0.03,0.03,0.9
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10980.666666666666,10793.103671457204,11168.229661876128,11654.0,11490.488627279221,11817.511372720779,10307.333333333334,10005.54178076127,10609.124885905398,89.88929949882014,88.04393099552166,91.73466800211861,117.56,112.65224838960506,122.46775161039494,0.15,0.06,0.84,0.03,0.03,0.9
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11469.333333333334,11270.1510793416,11668.515587325068,12752.666666666666,12591.953612562616,12913.379720770716,10186.0,9965.826451342164,10406.173548657836,137.24824484137972,134.18495046444235,140.31153921831708,75.64,73.31411005568067,77.96588994431933,0.2,0.08000000000000002,0.84,0.03,0.03,0.9
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10586.666666666666,10399.215721974806,10774.117611358526,11654.0,11490.488627279221,11817.511372720779,9519.333333333334,9283.65075029572,9755.015916370949,110.84124330626432,108.53620635725514,113.1462802552735,87.78,84.56562751700827,90.99437248299174,0.2,0.08000000000000002,0.84,0.03,0.03,0.9
EIR,150,150,63,0.42,0.0,0.08666666666666667,0.3439800445299174,0.5000151945689748,0.0,0.0249702443680766,0.051347178274724174,0.14262822373621914,12738.0,12544.910833207394,12931.089166792606,12280.666666666666,12101.98568218886,12459.347651144471,13195.333333333334,12868.343088009535,13522.323578657133,61.03083090685129,59.63948447359181,62.42217734011078,199.8095238095238,188.04640710246957,211.57264051657802,0.03,0.012,0.84,0.03,0.03,0.9
EIR,150,150,132,0.88,0.0,0.08666666666666667,0.818291645158672,0.9227309691215898,0.0,0.0249702443680766,0.051347178274724174,0.14262822373621914,12700.0,12476.928688404247,12923.071311595753,12280.666666666666,12101.98568218886,12459.347651144471,13119.333333333334,12720.93983520285,13517.726831463819,70.17346466094133,68.88766446645285,71.45926485542982,184.4848484848485,177.1680607544813,191.8016362152157,0.06,0.024,0.84,0.03,0.03,0.9
EIR,150,150,150,1.0,0.0,0.08666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.051347178274724174,0.14262822373621914,12134.666666666666,11936.400126400122,12332.93320693321,12280.666666666666,12101.98568218886,12459.347651144471,11988.666666666666,11635.48100108714,12341.852332246192,88.96979214704753,87.22051899182692,90.71906530226813,137.74666666666667,132.24699821387713,143.2463351194562,0.1,0.04000000000000001,0.84,0.03,0.03,0.9
EIR,150,150,150,1.0,0.0,0.08666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.051347178274724174,0.14262822373621914,11925.0,11752.388433494036,12097.611566505964,12280.666666666666,12101.98568218886,12459.347651144471,11569.333333333334,11284.501164453146,11854.165502213522,115.27451868223429,113.12146276265184,117.42757460181673,101.92666666666666,98.58904053757762,105.26429279575571,0.15,0.06,0.84,0.03,0.03,0.9
EIR,150,150,150,1.0,0.0,0.08666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.051347178274724174,0.14262822373621914,11973.0,11822.111152757005,12123.888847242995,12280.666666666666,12101.98568218886,12459.347651144471,11665.333333333334,11431.73629583364,11898.930370833028,140.87627151979638,138.15731647643122,143.59522656316153,83.79333333333334,81.67115700659642,85.91550966007026,0.2,0.08000000000000002,0.84,0.03,0.03,0.9
RR,150,150,45,0.3,0.0,0.10666666666666667,0.23240829378731656,0.3775798039599141,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13228.333333333334,13056.267631831948,13400.39903483472,12752.666666666666,12591.953612562616,12913.379720770716,13704.0,13418.818456088598,13989.181543911402,61.03500485515302,58.04208321518348,64.02792649512256,206.84444444444443,191.6919272635613,221.99696162532757,0.03,0.012,0.84,0.04,0.01,0.75
TR,150,150,29,0.19333333333333333,0.0,0.06666666666666667,0.13811889170191843,0.2638628581771686,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12140.0,11981.710512520422,12298.289487479578,11654.0,11490.488627279221,11817.511372720779,12626.0,12377.718764860134,12874.281235139866,56.752194815777685,53.78172547857709,59.72266415297828,205.58620689655172,185.4281322346122,225.74428155849122,0.03,0.012,0.84,0.04,0.01,0.75
RR,150,150,111,0.74,0.0,0.10666666666666667,0.6644356718314847,0.8035786108718385,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13074.333333333334,12844.596889973496,13304.069776693172,12752.666666666666,12591.953612562616,12913.379720770716,13396.0,12970.958975690723,13821.041024309277,70.42949398686248,68.69923342002527,72.1597545536997,182.78378378378378,173.9155244793344,191.65204308823314,0.06,0.024,0.84,0.04,0.01,0.75
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.84,0.04,0.01,0.75
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.84,0.04,0.01,0.75
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.84,0.04,0.01,0.75
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11644.333333333334,11442.508698060508,11846.15796860616,12752.666666666666,12591.953612562616,12913.379720770716,10536.0,10263.400629229554,10808.599370770446,110.52059685407706,107.9170430065965,113.12415070155761,98.04666666666667,94.15590303409174,101.9374302992416,0.15,0.06,0.84,0.04,0.01,0.75
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10980.666666666666,10793.103671457204,11168.229661876128,11654.0,11490.488627279221,11817.511372720779,10307.333333333334,10005.54178076127,10609.124885905398,89.88929949882014,88.04393099552166,91.73466800211861,117.56,112.65224838960506,122.46775161039494,0.15,0.06,0.84,0.04,0.01,0.75
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11469.333333333334,11270.1510793416,11668.515587325068,12752.666666666666,12591.953612562616,12913.379720770716,10186.0,9965.826451342164,10406.173548657836,137.24824484137972,134.18495046444235,140.31153921831708,75.64,73.31411005568067,77.96588994431933,0.2,0.08000000000000002,0.84,0.04,0.01,0.75
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10586.666666666666,10399.215721974806,10774.117611358526,11654.0,11490.488627279221,11817.511372720779,9519.333333333334,9283.65075029572,9755.015916370949,110.84124330626432,108.53620635725514,113.1462802552735,87.78,84.56562751700827,90.99437248299174,0.2,0.08000000000000002,0.84,0.04,0.01,0.75
EIR,150,150,54,0.36,0.0,0.06666666666666667,0.28756583250443635,0.43942583591862505,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12960.0,12768.255895700488,13151.744104299512,12380.0,12196.944793637549,12563.055206362451,13540.0,13229.031133599843,13850.968866400157,61.48366986650989,59.92215082268385,63.04518891033594,201.7962962962963,189.43472686238965,214.15786573020296,0.03,0.012,0.84,0.04,0.01,0.75
EIR,150,150,127,0.8466666666666667,0.0,0.06666666666666667,0.7804201682766676,0.8956004622947993,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,13073.666666666666,12834.500276143619,13312.833057189713,12380.0,12196.944793637549,12563.055206362451,13767.333333333334,13353.509713463134,14181.156953203534,70.73901119341488,69.54339624245262,71.93462614437715,191.15748031496062,183.50426083293306,198.8106997969882,0.06,0.024,0.84,0.04,0.01,0.75
EIR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12498.0,12292.316570027577,12703.683429972423,12380.0,12196.944793637549,12563.055206362451,12616.0,12247.810673434835,12984.189326565165,88.87554691756142,87.22781645198373,90.52327738313912,144.75333333333333,139.12201968051508,150.38464698615158,0.1,0.04000000000000001,0.84,0.04,0.01,0.75
EIR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12149.333333333334,11977.818475854803,12320.848190811865,12380.0,12196.944793637549,12563.055206362451,11918.666666666666,11632.639550357339,12204.693782975994,116.51096033043709,114.41115911609128,118.61076154478289,103.76,100.46270356405496,107.05729643594505,0.15,0.06,0.84,0.04,0.01,0.75
EIR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12192.666666666666,12040.926967955416,12344.406365377916,12380.0,12196.944793637549,12563.055206362451,12005.333333333334,11766.398095352664,12244.268571314004,142.66309806618193,140.02768088431964,145.29851524804423,85.1,82.96615631438252,87.23384368561747,0.2,0.08000000000000002,0.84,0.04,0.01,0.75
RR,150,150,45,0.3,0.0,0.10666666666666667,0.23240829378731656,0.3775798039599141,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13228.333333333334,13056.267631831948,13400.39903483472,12752.666666666666,12591.953612562616,12913.379720770716,13704.0,13418.818456088598,13989.181543911402,61.03500485515302,58.04208321518348,64.02792649512256,206.84444444444443,191.6919272635613,221.99696162532757,0.03,0.012,0.84,0.04,0.01,0.9
TR,150,150,29,0.19333333333333333,0.0,0.06666666666666667,0.13811889170191843,0.2638628581771686,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12140.0,11981.710512520422,12298.289487479578,11654.0,11490.488627279221,11817.511372720779,12626.0,12377.718764860134,12874.281235139866,56.752194815777685,53.78172547857709,59.72266415297828,205.58620689655172,185.4281322346122,225.74428155849122,0.03,0.012,0.84,0.04,0.01,0.9
RR,150,150,111,0.74,0.0,0.10666666666666667,0.6644356718314847,0.8035786108718385,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13074.333333333334,12844.596889973496,13304.069776693172,12752.666666666666,12591.953612562616,12913.379720770716,13396.0,12970.958975690723,13821.041024309277,70.42949398686248,68.69923342002527,72.1597545536997,182.78378378378378,173.9155244793344,191.65204308823314,0.06,0.024,0.84,0.04,0.01,0.9
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.84,0.04,0.01,0.9
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.84,0.04,0.01,0.9
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.84,0.04,0.01,0.9
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11644.333333333334,11442.508698060508,11846.15796860616,12752.666666666666,12591.953612562616,12913.379720770716,10536.0,10263.400629229554,10808.599370770446,110.52059685407706,107.9170430065965,113.12415070155761,98.04666666666667,94.15590303409174,101.9374302992416,0.15,0.06,0.84,0.04,0.01,0.9
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10980.666666666666,10793.103671457204,11168.229661876128,11654.0,11490.488627279221,11817.511372720779,10307.333333333334,10005.54178076127,10609.124885905398,89.88929949882014,88.04393099552166,91.73466800211861,117.56,112.65224838960506,122.46775161039494,0.15,0.06,0.84,0.04,0.01,0.9
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11469.333333333334,11270.1510793416,11668.515587325068,12752.666666666666,12591.953612562616,12913.379720770716,10186.0,9965.826451342164,10406.173548657836,137.24824484137972,134.18495046444235,140.31153921831708,75.64,73.31411005568067,77.96588994431933,0.2,0.08000000000000002,0.84,0.04,0.01,0.9
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10586.666666666666,10399.215721974806,10774.117611358526,11654.0,11490.488627279221,11817.511372720779,9519.333333333334,9283.65075029572,9755.015916370949,110.84124330626432,108.53620635725514,113.1462802552735,87.78,84.56562751700827,90.99437248299174,0.2,0.08000000000000002,0.84,0.04,0.01,0.9
EIR,150,150,66,0.44,0.0,0.09333333333333334,0.3630449619604422,0.519951467363727,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,12742.333333333334,12548.91779084871,12935.748875817957,12316.666666666666,12135.43820101819,12497.895132315141,13168.0,12839.436722445424,13496.563277554576,61.046150567117124,59.71586961003312,62.37643152420113,199.1060606060606,188.02156591073248,210.1905553013887,0.03,0.012,0.84,0.04,0.01,0.9
EIR,150,150,132,0.88,0.0,0.09333333333333334,0.818291645158672,0.9227309691215898,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,12720.666666666666,12493.210217621463,12948.12311571187,12316.666666666666,12135.43820101819,12497.895132315141,13124.666666666666,12716.769011950359,13532.564321382974,70.70397099161646,69.42152921970779,71.98641276352512,183.38636363636363,175.85977164442824,190.91295562829902,0.06,0.024,0.84,0.04,0.01,0.9
EIR,150,150,150,1.0,0.0,0.09333333333333334,0.9750297556319235,1.0,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,12188.333333333334,11987.030431766138,12389.63623490053,12316.666666666666,12135.43820101819,12497.895132315141,12060.0,11700.914509360677,12419.085490639323,89.59987429460814,87.83891611747417,91.36083247174211,137.6,132.07215745740146,143.12784254259853,0.1,0.04000000000000001,0.84,0.04,0.01,0.9
EIR,150,150,150,1.0,0.0,0.09333333333333334,0.9750297556319235,1.0,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,11953.333333333334,11780.510490806219,12126.15617586045,12316.666666666666,12135.43820101819,12497.895132315141,11590.0,11306.766569842668,11873.233430157332,116.74285828072694,114.54083905130287,118.944877510151,100.8,97.53685033735972,104.06314966264027,0.15,0.06,0.84,0.04,0.01,0.9
EIR,150,150,150,1.0,0.0,0.09333333333333334,0.9750297556319235,1.0,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,12025.0,11873.401675442161,12176.598324557839,12316.666666666666,12135.43820101819,12497.895132315141,11733.333333333334,11498.798726217243,11967.867940449425,143.22081339851582,140.49176087916075,145.94986591787088,82.83333333333333,80.78953621932467,84.87713044734198,0.2,0.08000000000000002,0.84,0.04,0.01,0.9
RR,150,150,45,0.3,0.0,0.10666666666666667,0.23240829378731656,0.3775798039599141,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13228.333333333334,13056.267631831948,13400.39903483472,12752.666666666666,12591.953612562616,12913.379720770716,13704.0,13418.818456088598,13989.181543911402,61.03500485515302,58.04208321518348,64.02792649512256,206.84444444444443,191.6919272635613,221.99696162532757,0.03,0.012,0.84,0.04,0.02,0.75
TR,150,150,29,0.19333333333333333,0.0,0.06666666666666667,0.13811889170191843,0.2638628581771686,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12140.0,11981.710512520422,12298.289487479578,11654.0,11490.488627279221,11817.511372720779,12626.0,12377.718764860134,12874.281235139866,56.752194815777685,53.78172547857709,59.72266415297828,205.58620689655172,185.4281322346122,225.74428155849122,0.03,0.012,0.84,0.04,0.02,0.75
RR,150,150,111,0.74,0.0,0.10666666666666667,0.6644356718314847,0.8035786108718385,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13074.333333333334,12844.596889973496,13304.069776693172,12752.666666666666,12591.953612562616,12913.379720770716,13396.0,12970.958975690723,13821.041024309277,70.42949398686248,68.69923342002527,72.1597545536997,182.78378378378378,173.9155244793344,191.65204308823314,0.06,0.024,0.84,0.04,0.02,0.75
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.84,0.04,0.02,0.75
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.84,0.04,0.02,0.75
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.84,0.04,0.02,0.75
