strategy,n_H0,n_H1,n_detected_H1,P_D,P_pre_onset_alarm,P_FA,P_D_ci_low,P_D_ci_high,P_pre_onset_alarm_ci_low,P_pre_onset_alarm_ci_high,P_FA_ci_low,P_FA_ci_high,C_total_molecules_avg,C_total_molecules_avg_ci_low,C_total_molecules_avg_ci_high,C_H0_molecules_avg,C_H0_molecules_avg_ci_low,C_H0_molecules_avg_ci_high,C_H1_molecules_avg,C_H1_molecules_avg_ci_low,C_H1_molecules_avg_ci_high,R_H1_molecules_per_s,R_H1_molecules_per_s_ci_low,R_H1_molecules_per_s_ci_high,D_avg_after_onset,D_avg_after_onset_ci_low,D_avg_after_onset_ci_high,a1,a2,eir_gate_quantile,hysteresis_margin_eir,gate_hysteresis_margin,w2
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.86,0.03,0.02,0.9
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.86,0.03,0.02,0.9
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.86,0.03,0.02,0.9
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11644.333333333334,11442.508698060508,11846.15796860616,12752.666666666666,12591.953612562616,12913.379720770716,10536.0,10263.400629229554,10808.599370770446,110.52059685407706,107.9170430065965,113.12415070155761,98.04666666666667,94.15590303409174,101.9374302992416,0.15,0.06,0.86,0.03,0.02,0.9
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10980.666666666666,10793.103671457204,11168.229661876128,11654.0,11490.488627279221,11817.511372720779,10307.333333333334,10005.54178076127,10609.124885905398,89.88929949882014,88.04393099552166,91.73466800211861,117.56,112.65224838960506,122.46775161039494,0.15,0.06,0.86,0.03,0.02,0.9
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11469.333333333334,11270.1510793416,11668.515587325068,12752.666666666666,12591.953612562616,12913.379720770716,10186.0,9965.826451342164,10406.173548657836,137.24824484137972,134.18495046444235,140.31153921831708,75.64,73.31411005568067,77.96588994431933,0.2,0.08000000000000002,0.86,0.03,0.02,0.9
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10586.666666666666,10399.215721974806,10774.117611358526,11654.0,11490.488627279221,11817.511372720779,9519.333333333334,9283.65075029572,9755.015916370949,110.84124330626432,108.53620635725514,113.1462802552735,87.78,84.56562751700827,90.99437248299174,0.2,0.08000000000000002,0.86,0.03,0.02,0.9
EIR,150,150,56,0.37333333333333335,0.0,0.1,0.2999983138911522,0.4529941480154272,0.0,0.0249702443680766,0.061541383826314106,0.15843481166814719,12938.333333333334,12745.93268678088,13130.733979885788,12390.0,12205.627975759013,12574.372024240987,13486.666666666666,13171.908986091687,13801.424347241646,61.05836012460511,59.66366047415648,62.45305977505374,200.44642857142858,188.39024255369145,212.50261458916572,0.03,0.012,0.86,0.03,0.02,0.9
EIR,150,150,126,0.84,0.0,0.1,0.7729603179581628,0.890059915871545,0.0,0.0249702443680766,0.061541383826314106,0.15843481166814719,13020.333333333334,12786.056616147807,13254.61005051886,12390.0,12205.627975759013,12574.372024240987,13650.666666666666,13243.482558260115,14057.850775073217,71.09971432935592,69.8810546269045,72.31837403180734,188.70634920634922,181.0327669315436,196.37993148115484,0.06,0.024,0.86,0.03,0.02,0.9
EIR,150,150,150,1.0,0.0,0.1,0.9750297556319235,1.0,0.0,0.0249702443680766,0.061541383826314106,0.15843481166814719,12352.666666666666,12142.851241074837,12562.482092258495,12390.0,12205.627975759013,12574.372024240987,12315.333333333334,11937.687935500233,12692.978731166435,88.97138902473479,87.30742971576606,90.63534833370352,141.28,135.5261865416483,147.03381345835172,0.1,0.04000000000000001,0.86,0.03,0.02,0.9
EIR,150,150,150,1.0,0.0,0.1,0.9750297556319235,1.0,0.0,0.0249702443680766,0.061541383826314106,0.15843481166814719,12105.333333333334,11930.859990489278,12279.80667617739,12390.0,12205.627975759013,12574.372024240987,11820.666666666666,11530.837545715254,12110.495787618078,116.13462910765806,114.01762738149023,118.25163083382589,103.17333333333333,99.93250100952447,106.41416565714219,0.15,0.06,0.86,0.03,0.02,0.9
EIR,150,150,150,1.0,0.0,0.1,0.9750297556319235,1.0,0.0,0.0249702443680766,0.061541383826314106,0.15843481166814719,12155.0,12003.438404120649,12306.561595879351,12390.0,12205.627975759013,12574.372024240987,11920.0,11684.73125475655,12155.26874524345,142.0315189250585,139.35217472116835,144.71086312894863,84.84666666666666,82.76641729447108,86.92691603886225,0.2,0.08000000000000002,0.86,0.03,0.02,0.9
RR,150,150,45,0.3,0.0,0.10666666666666667,0.23240829378731656,0.3775798039599141,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13228.333333333334,13056.267631831948,13400.39903483472,12752.666666666666,12591.953612562616,12913.379720770716,13704.0,13418.818456088598,13989.181543911402,61.03500485515302,58.04208321518348,64.02792649512256,206.84444444444443,191.6919272635613,221.99696162532757,0.03,0.012,0.86,0.03,0.03,0.75
TR,150,150,29,0.19333333333333333,0.0,0.06666666666666667,0.13811889170191843,0.2638628581771686,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12140.0,11981.710512520422,12298.289487479578,11654.0,11490.488627279221,11817.511372720779,12626.0,12377.718764860134,12874.281235139866,56.752194815777685,53.78172547857709,59.72266415297828,205.58620689655172,185.4281322346122,225.74428155849122,0.03,0.012,0.86,0.03,0.03,0.75
RR,150,150,111,0.74,0.0,0.10666666666666667,0.6644356718314847,0.8035786108718385,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13074.333333333334,12844.596889973496,13304.069776693172,12752.666666666666,12591.953612562616,12913.379720770716,13396.0,12970.958975690723,13821.041024309277,70.42949398686248,68.69923342002527,72.1597545536997,182.78378378378378,173.9155244793344,191.65204308823314,0.06,0.024,0.86,0.03,0.03,0.75
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.86,0.03,0.03,0.75
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.86,0.03,0.03,0.75
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.86,0.03,0.03,0.75
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11644.333333333334,11442.508698060508,11846.15796860616,12752.666666666666,12591.953612562616,12913.379720770716,10536.0,10263.400629229554,10808.599370770446,110.52059685407706,107.9170430065965,113.12415070155761,98.04666666666667,94.15590303409174,101.9374302992416,0.15,0.06,0.86,0.03,0.03,0.75
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10980.666666666666,10793.103671457204,11168.229661876128,11654.0,11490.488627279221,11817.511372720779,10307.333333333334,10005.54178076127,10609.124885905398,89.88929949882014,88.04393099552166,91.73466800211861,117.56,112.65224838960506,122.46775161039494,0.15,0.06,0.86,0.03,0.03,0.75
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11469.333333333334,11270.1510793416,11668.515587325068,12752.666666666666,12591.953612562616,12913.379720770716,10186.0,9965.826451342164,10406.173548657836,137.24824484137972,134.18495046444235,140.31153921831708,75.64,73.31411005568067,77.96588994431933,0.2,0.08000000000000002,0.86,0.03,0.03,0.75
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10586.666666666666,10399.215721974806,10774.117611358526,11654.0,11490.488627279221,11817.511372720779,9519.333333333334,9283.65075029572,9755.015916370949,110.84124330626432,108.53620635725514,113.1462802552735,87.78,84.56562751700827,90.99437248299174,0.2,0.08000000000000002,0.86,0.03,0.03,0.75
EIR,150,150,61,0.4066666666666667,0.0,0.08666666666666667,0.33134109612869495,0.4866533494866793,0.0,0.0249702443680766,0.051347178274724174,0.14262822373621914,12962.666666666666,12772.390904285887,13152.942429047445,12440.666666666666,12263.130188345609,12618.203144987723,13484.666666666666,13168.856463081414,13800.476870251918,61.097918877750566,59.85225304164361,62.343584713857524,203.01639344262296,191.60305601507395,214.42973087017197,0.03,0.012,0.86,0.03,0.03,0.75
EIR,150,150,126,0.84,0.0,0.08666666666666667,0.7729603179581628,0.890059915871545,0.0,0.0249702443680766,0.051347178274724174,0.14262822373621914,13041.333333333334,12807.875021550617,13274.79164511605,12440.666666666666,12263.130188345609,12618.203144987723,13642.0,13231.366969549264,14052.633030450736,71.1814779750301,69.94257450468847,72.42038144537175,188.31746031746033,180.52429564822032,196.11062498670034,0.06,0.024,0.86,0.03,0.03,0.75
EIR,150,150,150,1.0,0.0,0.08666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.051347178274724174,0.14262822373621914,12488.666666666666,12275.763956796649,12701.569376536683,12440.666666666666,12263.130188345609,12618.203144987723,12536.666666666666,12149.006149724793,12924.327183608539,88.76284808195764,87.12985436165543,90.39584180225985,144.14666666666668,138.1906120044393,150.10272132889406,0.1,0.04000000000000001,0.86,0.03,0.03,0.75
EIR,150,150,150,1.0,0.0,0.08666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.051347178274724174,0.14262822373621914,12165.0,11994.653599973675,12335.346400026325,12440.666666666666,12263.130188345609,12618.203144987723,11889.333333333334,11604.687082734343,12173.979583932325,115.37716777124938,113.20479600670204,117.54953953579671,104.51333333333334,101.25826640176996,107.76840026489671,0.15,0.06,0.86,0.03,0.03,0.75
EIR,150,150,150,1.0,0.0,0.08666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.051347178274724174,0.14262822373621914,12153.666666666666,12000.080823042721,12307.252510290611,12440.666666666666,12263.130188345609,12618.203144987723,11866.666666666666,11623.963843687605,12109.369489645727,140.95086828716893,138.26335345542918,143.63838311890868,85.14666666666666,82.9852413614352,87.30809197189812,0.2,0.08000000000000002,0.86,0.03,0.03,0.75
RR,150,150,45,0.3,0.0,0.10666666666666667,0.23240829378731656,0.3775798039599141,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13228.333333333334,13056.267631831948,13400.39903483472,12752.666666666666,12591.953612562616,12913.379720770716,13704.0,13418.818456088598,13989.181543911402,61.03500485515302,58.04208321518348,64.02792649512256,206.84444444444443,191.6919272635613,221.99696162532757,0.03,0.012,0.86,0.03,0.03,0.9
TR,150,150,29,0.19333333333333333,0.0,0.06666666666666667,0.13811889170191843,0.2638628581771686,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12140.0,11981.710512520422,12298.289487479578,11654.0,11490.488627279221,11817.511372720779,12626.0,12377.718764860134,12874.281235139866,56.752194815777685,53.78172547857709,59.72266415297828,205.58620689655172,185.4281322346122,225.74428155849122,0.03,0.012,0.86,0.03,0.03,0.9
RR,150,150,111,0.74,0.0,0.10666666666666667,0.6644356718314847,0.8035786108718385,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13074.333333333334,12844.596889973496,13304.069776693172,12752.666666666666,12591.953612562616,12913.379720770716,13396.0,12970.958975690723,13821.041024309277,70.42949398686248,68.69923342002527,72.1597545536997,182.78378378378378,173.9155244793344,191.65204308823314,0.06,0.024,0.86,0.03,0.03,0.9
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.86,0.03,0.03,0.9
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.86,0.03,0.03,0.9
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.86,0.03,0.03,0.9
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11644.333333333334,11442.508698060508,11846.15796860616,12752.666666666666,12591.953612562616,12913.379720770716,10536.0,10263.400629229554,10808.599370770446,110.52059685407706,107.9170430065965,113.12415070155761,98.04666666666667,94.15590303409174,101.9374302992416,0.15,0.06,0.86,0.03,0.03,0.9
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10980.666666666666,10793.103671457204,11168.229661876128,11654.0,11490.488627279221,11817.511372720779,10307.333333333334,10005.54178076127,10609.124885905398,89.88929949882014,88.04393099552166,91.73466800211861,117.56,112.65224838960506,122.46775161039494,0.15,0.06,0.86,0.03,0.03,0.9
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11469.333333333334,11270.1510793416,11668.515587325068,12752.666666666666,12591.953612562616,12913.379720770716,10186.0,9965.826451342164,10406.173548657836,137.24824484137972,134.18495046444235,140.31153921831708,75.64,73.31411005568067,77.96588994431933,0.2,0.08000000000000002,0.86,0.03,0.03,0.9
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10586.666666666666,10399.215721974806,10774.117611358526,11654.0,11490.488627279221,11817.511372720779,9519.333333333334,9283.65075029572,9755.015916370949,110.84124330626432,108.53620635725514,113.1462802552735,87.78,84.56562751700827,90.99437248299174,0.2,0.08000000000000002,0.86,0.03,0.03,0.9
EIR,150,150,56,0.37333333333333335,0.0,0.09333333333333334,0.2999983138911522,0.4529941480154272,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,12915.333333333334,12723.565838498725,13107.100828167942,12370.0,12186.796970706462,12553.203029293538,13460.666666666666,13146.508970688965,13774.824362644367,60.790026210679166,59.42864395628799,62.15140846507034,200.89285714285714,188.85947689783802,212.92623738787626,0.03,0.012,0.86,0.03,0.03,0.9
EIR,150,150,126,0.84,0.0,0.09333333333333334,0.7729603179581628,0.890059915871545,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,13005.666666666666,12770.999595949383,13240.33373738395,12370.0,12186.796970706462,12553.203029293538,13641.333333333334,13233.148192363262,14049.518474303406,70.804190158954,69.57759176400637,72.03078855390163,189.42857142857142,181.68848629319285,197.16865656394998,0.06,0.024,0.86,0.03,0.03,0.9
EIR,150,150,150,1.0,0.0,0.09333333333333334,0.9750297556319235,1.0,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,12385.333333333334,12175.068569157978,12595.59809750869,12370.0,12186.796970706462,12553.203029293538,12400.666666666666,12021.373836428755,12779.959496904577,88.38264112151822,86.71776514320864,90.0475170998278,143.26666666666668,137.4242322387986,149.10910109453476,0.1,0.04000000000000001,0.86,0.03,0.03,0.9
EIR,150,150,150,1.0,0.0,0.09333333333333334,0.9750297556319235,1.0,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,12080.333333333334,11906.432536896586,12254.234129770082,12370.0,12186.796970706462,12553.203029293538,11790.666666666666,11501.73411117091,12079.599222162422,115.21737137672272,113.11723155071417,117.31751120273128,103.74666666666667,100.47267470616606,107.02065862716728,0.15,0.06,0.86,0.03,0.03,0.9
EIR,150,150,150,1.0,0.0,0.09333333333333334,0.9750297556319235,1.0,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,12109.666666666666,11957.766449378905,12261.566883954427,12370.0,12186.796970706462,12553.203029293538,11849.333333333334,11613.650385658637,12085.016281008031,140.45793975952174,137.80003207285017,143.1158474461933,85.31333333333333,83.19141295384286,87.43525371282381,0.2,0.08000000000000002,0.86,0.03,0.03,0.9
RR,150,150,45,0.3,0.0,0.10666666666666667,0.23240829378731656,0.3775798039599141,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13228.333333333334,13056.267631831948,13400.39903483472,12752.666666666666,12591.953612562616,12913.379720770716,13704.0,13418.818456088598,13989.181543911402,61.03500485515302,58.04208321518348,64.02792649512256,206.84444444444443,191.6919272635613,221.99696162532757,0.03,0.012,0.86,0.04,0.01,0.75
TR,150,150,29,0.19333333333333333,0.0,0.06666666666666667,0.13811889170191843,0.2638628581771686,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12140.0,11981.710512520422,12298.289487479578,11654.0,11490.488627279221,11817.511372720779,12626.0,12377.718764860134,12874.281235139866,56.752194815777685,53.78172547857709,59.72266415297828,205.58620689655172,185.4281322346122,225.74428155849122,0.03,0.012,0.86,0.04,0.01,0.75
RR,150,150,111,0.74,0.0,0.10666666666666667,0.6644356718314847,0.8035786108718385,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13074.333333333334,12844.596889973496,13304.069776693172,12752.666666666666,12591.953612562616,12913.379720770716,13396.0,12970.958975690723,13821.041024309277,70.42949398686248,68.69923342002527,72.1597545536997,182.78378378378378,173.9155244793344,191.65204308823314,0.06,0.024,0.86,0.04,0.01,0.75
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.86,0.04,0.01,0.75
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.86,0.04,0.01,0.75
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.86,0.04,0.01,0.75
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11644.333333333334,11442.508698060508,11846.15796860616,12752.666666666666,12591.953612562616,12913.379720770716,10536.0,10263.400629229554,10808.599370770446,110.52059685407706,107.9170430065965,113.12415070155761,98.04666666666667,94.15590303409174,101.9374302992416,0.15,0.06,0.86,0.04,0.01,0.75
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10980.666666666666,10793.103671457204,11168.229661876128,11654.0,11490.488627279221,11817.511372720779,10307.333333333334,10005.54178076127,10609.124885905398,89.88929949882014,88.04393099552166,91.73466800211861,117.56,112.65224838960506,122.46775161039494,0.15,0.06,0.86,0.04,0.01,0.75
RR,150,150,150,1.0,0.0,0.10666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,11469.333333333334,11270.1510793416,11668.515587325068,12752.666666666666,12591.953612562616,12913.379720770716,10186.0,9965.826451342164,10406.173548657836,137.24824484137972,134.18495046444235,140.31153921831708,75.64,73.31411005568067,77.96588994431933,0.2,0.08000000000000002,0.86,0.04,0.01,0.75
TR,150,150,150,1.0,0.0,0.06666666666666667,0.9750297556319235,1.0,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,10586.666666666666,10399.215721974806,10774.117611358526,11654.0,11490.488627279221,11817.511372720779,9519.333333333334,9283.65075029572,9755.015916370949,110.84124330626432,108.53620635725514,113.1462802552735,87.78,84.56562751700827,90.99437248299174,0.2,0.08000000000000002,0.86,0.04,0.01,0.75
EIR,150,150,61,0.4066666666666667,0.0,0.09333333333333334,0.33134109612869495,0.4866533494866793,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,12995.333333333334,12803.60782736436,13187.058839302308,12496.0,12314.776624177819,12677.223375822181,13494.666666666666,13175.558968992082,13813.77436434125,61.5082922885408,60.23923269771189,62.77735187936971,200.86885245901638,189.4856274233016,212.25207749473117,0.03,0.012,0.86,0.04,0.01,0.75
EIR,150,150,127,0.8466666666666667,0.0,0.09333333333333334,0.7804201682766676,0.8956004622947993,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,13052.666666666666,12816.904669478106,13288.428663855226,12496.0,12314.776624177819,12677.223375822181,13609.333333333334,13191.887811210749,14026.77885545592,71.60643860275039,70.36901272974465,72.84386447575612,186.63779527559055,178.96517633795995,194.31041421322115,0.06,0.024,0.86,0.04,0.01,0.75
EIR,150,150,150,1.0,0.0,0.09333333333333334,0.9750297556319235,1.0,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,12509.666666666666,12294.37953688081,12724.953796452523,12496.0,12314.776624177819,12677.223375822181,12523.333333333334,12131.9706136412,12914.696053025467,89.67367774762305,87.9905134627659,91.35684203248019,142.63333333333333,136.65021317123265,148.616453495434,0.1,0.04000000000000001,0.86,0.04,0.01,0.75
EIR,150,150,150,1.0,0.0,0.09333333333333334,0.9750297556319235,1.0,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,12176.666666666666,12005.086053319334,12348.247280013999,12496.0,12314.776624177819,12677.223375822181,11857.333333333334,11574.3937863921,12140.272880274568,117.16424076599918,114.92892318808067,119.39955834391769,102.62,99.47083982935638,105.76916017064363,0.15,0.06,0.86,0.04,0.01,0.75
EIR,150,150,150,1.0,0.0,0.09333333333333334,0.9750297556319235,1.0,0.0,0.0249702443680766,0.05641186747708652,0.1505639312756158,12252.666666666666,12099.005290356852,12406.32804297648,12496.0,12314.776624177819,12677.223375822181,12009.333333333334,11766.703605565857,12251.96306110081,144.03671626516535,141.24905570875407,146.82437682157664,84.3,82.21867569920681,86.38132430079318,0.2,0.08000000000000002,0.86,0.04,0.01,0.75
RR,150,150,45,0.3,0.0,0.10666666666666667,0.23240829378731656,0.3775798039599141,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13228.333333333334,13056.267631831948,13400.39903483472,12752.666666666666,12591.953612562616,12913.379720770716,13704.0,13418.818456088598,13989.181543911402,61.03500485515302,58.04208321518348,64.02792649512256,206.84444444444443,191.6919272635613,221.99696162532757,0.03,0.012,0.86,0.04,0.01,0.9
TR,150,150,29,0.19333333333333333,0.0,0.06666666666666667,0.13811889170191843,0.2638628581771686,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12140.0,11981.710512520422,12298.289487479578,11654.0,11490.488627279221,11817.511372720779,12626.0,12377.718764860134,12874.281235139866,56.752194815777685,53.78172547857709,59.72266415297828,205.58620689655172,185.4281322346122,225.74428155849122,0.03,0.012,0.86,0.04,0.01,0.9
RR,150,150,111,0.74,0.0,0.10666666666666667,0.6644356718314847,0.8035786108718385,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,13074.333333333334,12844.596889973496,13304.069776693172,12752.666666666666,12591.953612562616,12913.379720770716,13396.0,12970.958975690723,13821.041024309277,70.42949398686248,68.69923342002527,72.1597545536997,182.78378378378378,173.9155244793344,191.65204308823314,0.06,0.024,0.86,0.04,0.01,0.9
TR,150,150,73,0.4866666666666667,0.0,0.06666666666666667,0.40801711922387535,0.5659820872926068,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,12451.0,12238.164864177203,12663.835135822797,11654.0,11490.488627279221,11817.511372720779,13248.0,12898.266049152555,13597.733950847445,61.75427426541575,60.029658247810715,63.47889028302079,198.86301369863014,187.60333805630242,210.12268934095786,0.06,0.024,0.86,0.04,0.01,0.9
RR,150,150,149,0.9933333333333333,0.0,0.10666666666666667,0.9632071602251817,0.9988221986649826,0.0,0.0249702443680766,0.06673036965207343,0.16624622258414684,12217.666666666666,12003.831160263815,12431.502173069517,12752.666666666666,12591.953612562616,12913.379720770716,11682.666666666666,11304.607282890895,12060.726050442438,85.5606475827994,83.54559054806799,87.57570461753082,140.73825503355704,134.25554386002486,147.22096620708922,0.1,0.04000000000000001,0.86,0.04,0.01,0.9
TR,150,150,140,0.9333333333333333,0.0,0.06666666666666667,0.8816376448839411,0.9633881433303926,0.0,0.0249702443680766,0.03661185666960744,0.11836235511605896,11794.666666666666,11563.72366176194,12025.609671571392,11654.0,11490.488627279221,11817.511372720779,11935.333333333334,11503.710428704364,12366.956237962304,71.63605147634561,70.11894591928868,73.15315703340255,167.34285714285716,159.22397399073108,175.46174029498323,0.1,0.04000000000000001,0.86,0.04,0.01,0.9
